id	name	direction	gpr	pathway	enzyme	equation	reference
TAUDO	Taurine dioxygenase	>	b0368	Alternate Carbon Metabolism	1.14.11.17	[c] : akg + o2 + taur --> aacald + co2 + h + so3 + succ	10563813
TAURabcpp	taurine transport via ABC system (periplasm)	>	( b0365  and  b0366  and  b0367 )	Transport, Inner Membrane		atp[c] + h2o[c] + taur[p] --> adp[c] + h[c] + pi[c] + taur[c]	10781534
TAURtex	taurine transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		taur[e] <==> taur[p]	
TCYNTtex	Thiocyanate transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		tcynt[e] <==> tcynt[p]	
TDECOAI	tetradecenoyl-coa cis-trans isomerization	>	b3846	Membrane Lipid Metabolism	5.3.3.8	[c] : tdecoa --> td2coa	0
TDP	thiamin pyrophosphatase	>	b1134	Cofactor and Prosthetic Group Biosynthesis	3.6.1.15	[c] : h2o + thmpp --> h + pi + thmmp	
TDPADGAT	dTDP-4-amino-4,6-dideoxy-D-glucose acetyltransferase	>	b3790	Cell Envelope Biosynthesis		[c] : accoa + dtdp4addg --> coa + dtdp4aaddg + h	9811644
TDPAGTA	dTDP-4-amino-4,6-dideoxy-D-glucose transaminase	>	b3791	Cell Envelope Biosynthesis	2.6.1.33	[c] : dtdp4d6dg + glu-L --> akg + dtdp4addg	9811644
TDPDRE	dTDP-4-dehydrorhamnose 3,5-epimerase	>	b2038	Cell Envelope Biosynthesis	5.1.3.13	[c] : dtdp4d6dg --> dtdp4d6dm	
TDPDRR	dTDP-4-dehydrorhamnose reductase	>	b2040	Cell Envelope Biosynthesis	1.1.1.133	[c] : dtdp4d6dm + h + nadph --> dtdprmn + nadp	
TDPGDH	dTDPglucose 4,6-dehydratase	>	( b3788  or  b2041 )	Cell Envelope Biosynthesis	4.2.1.46	[c] : dtdpglu --> dtdp4d6dg + h2o	9811644
TDSK	Tetraacyldisaccharide 4'kinase	>	b0915	Lipopolysaccharide Biosynthesis / Recycling	2.7.1.130	[c] : atp + lipidAds --> adp + h + lipidA	
TDSR1	thiol:disulfide reductase (DsbC)	>	( b2893  and  b4136 )	Transport, Inner Membrane		dsbcox[p] + dsbdrd[c] --> dsbcrd[p] + dsbdox[c]	
TDSR2	thiol:disulfide reductase (DsbG)	>	( b4136  and  b0604 )	Transport, Inner Membrane		dsbdrd[c] + dsbgox[p] --> dsbdox[c] + dsbgrd[p]	
TGBPA	Tagatose-bisphosphate aldolase	=	( ( b3132  and  b3137 )  or  ( b2095  and  b2096 ) )	Alternate Carbon Metabolism	4.1.2.40	[c] : tagdp-D <==> dhap + g3p	10931310
THD2pp	NAD(P) transhydrogenase (periplasm)	>	( b1602  and  b1603 )	Oxidative Phosphorylation	1.6.1.1	(2) h[p] + nadh[c] + nadp[c] --> (2) h[c] + nad[c] + nadph[c]	
THDPS	tetrahydrodipicolinate succinylase	>	b0166	Threonine and Lysine Metabolism	2.3.1.117	[c] : h2o + succoa + thdp --> coa + sl2a6o	
THIORDXi	hydrogen peroxide reductase (thioredoxin)	>	( ( b2480  and  b2582 )  or  ( b2480  and  b3781 ) )	Unassigned		[c] : h2o2 + trdrd --> (2) h2o + trdox	
THMabcpp	thiamine transport via ABC system (periplasm)	>	( b0068  and  b0067  and  b0066 )	Transport, Inner Membrane		atp[c] + h2o[c] + thm[p] --> adp[c] + h[c] + pi[c] + thm[c]	0
THMDt2pp	thymidine transport in via proton symport (periplasm)	>	( b2393  or  b2964 )	Transport, Inner Membrane		h[p] + thymd[p] --> h[c] + thymd[c]	
THMDt2rpp	thymidine transport in via proton symport, reversible (periplasm)	=	b2406	Transport, Inner Membrane		h[p] + thymd[p] <==> h[c] + thymd[c]	11466294
THMDtex	thymidine transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		thymd[e] <==> thymd[p]	
THMtex	Thiamine transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		thm[e] <==> thm[p]	
THRA2i	L-allo-Threonine Aldolase	>	( b2551  or  b0870 )	Threonine and Lysine Metabolism	4.1.2.5	[c] : athr-L --> acald + gly	10716626
THRabcpp	L-threonine transport via ABC system (periplasm)	>	( b3454  and  b3455  and  b3457  and  b3460  and  b3456 )	Transport, Inner Membrane		atp[c] + h2o[c] + thr-L[p] --> adp[c] + h[c] + pi[c] + thr-L[c]	4583203
THRAi	Threonine aldolase	>	( b2551  or  b0870 )	Threonine and Lysine Metabolism	4.1.2.5	[c] : thr-L --> acald + gly	10716626
THRD	L-threonine dehydrogenase	>	b3616	Glycine and Serine Metabolism	1.1.1.103	[c] : nad + thr-L --> 2aobut + h + nadh	
THRD_L	L-threonine deaminase	>	( b3117  or  b1814  or  b2797  or  b3772 )	Valine, Leucine, and Isoleucine Metabolism		[c] : thr-L --> 2obut + nh4	
THRPtex	phospho-L-threonine transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		thrp[e] <==> thrp[p]	
THRS	threonine synthase	>	b0004	Threonine and Lysine Metabolism	4.2.3.1	[c] : h2o + phom --> pi + thr-L	
THRt2pp	L-threonine efflux transport via proton antiport (periplasm)	>	( b0813  or  b3823 )	Transport, Inner Membrane		h[p] + thr-L[c] --> h[c] + thr-L[p]	
THRt2rpp	L-threonine reversible transport via proton symport (periplasm)	=	b3116	Transport, Inner Membrane		h[p] + thr-L[p] <==> h[c] + thr-L[c]	12097162
THRt4pp	L-threonine  via sodium symport (periplasm)	>	b3089	Transport, Inner Membrane		na1[p] + thr-L[p] --> na1[c] + thr-L[c]	9852024
THRtex	L-threonine transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		thr-L[e] <==> thr-L[p]	
THRTRS	Threonyl-tRNA synthetase	>	b1719	tRNA Charging	6.1.1.3	[c] : atp + thr-L + trnathr --> amp + ppi + thrtrna	
THYMt3pp	thymine transport out via proton antiport (periplasm)	>		Transport, Inner Membrane		h[p] + thym[c] --> h[c] + thym[p]	
THYMtex	thymine transport via diffusion (extracellular to periplasm)	=	( b1377  or  b2215  or  b0241  or  b0929 )	Transport, Outer Membrane Porin		thym[e] <==> thym[p]	
THZPSN	thiazole phosphate synthesis	>	( b2530  and  b3992  and  ( b3990  and  b3991 )  and  b0423  and  b4407 )	Cofactor and Prosthetic Group Biosynthesis		[c] : atp + cys-L + dxyl5p + tyr-L --> 4hba + 4mpetz + ala-L + amp + co2 + h + h2o + ppi	10781607
TKT1	transketolase	=	( b2935  or  b2465 )	Pentose Phosphate Pathway	2.2.1.1	[c] : r5p + xu5p-D <==> g3p + s7p	
TKT2	transketolase	=	( b2935  or  b2465 )	Pentose Phosphate Pathway	2.2.1.1	[c] : e4p + xu5p-D <==> f6p + g3p	
TMAOR1	Trimethylamine N-oxide reductase (menaquinol 8)	>	( ( b1587  and  b1588  and  b1589  and  b1590 )  or  ( b0894  and  b0895  and  b0896 ) )	Oxidative Phosphorylation		[c] : h + mql8 + tmao --> h2o + mqn8 + tma	14522592
TMAOR1pp	Trimethylamine N-oxide reductase (menaquinol 8) (periplasm)	>	( ( b1872  and  b1873 )  or  ( b0996  and  b0997 ) )	Oxidative Phosphorylation		h[p] + mql8[c] + tmao[p] --> h2o[p] + mqn8[c] + tma[p]	9230919
TMAOR2	Trimethylamine N-oxide reductase (demethylmenaquinol 8)	>	( b0894  and  b0895  and  b0896 )	Oxidative Phosphorylation		[c] : 2dmmql8 + h + tmao --> 2dmmq8 + h2o + tma	
TMAOR2pp	Trimethylamine N-oxide reductase (demethylmenaquinol 8) (periplasm)	>	( ( b1872  and  b1873 )  or  ( b0996  and  b0997 ) )	Oxidative Phosphorylation		2dmmql8[c] + h[p] + tmao[p] --> 2dmmq8[c] + h2o[p] + tma[p]	9230919
TMAOtex	Trimethylamine N-oxide transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		tmao[e] <==> tmao[p]	
TMAtex	Trimethylamine transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		tma[e] <==> tma[p]	
TMDK1	thymidine kinase (ATP:thymidine)	>	b1238	Nucleotide Salvage Pathway	2.7.1.21	[c] : atp + thymd --> adp + dtmp + h	
TMDPP	thymidine phosphorylase	=	b4382	Nucleotide Salvage Pathway	2.4.2.4	[c] : pi + thymd <==> 2dr1p + thym	
TMDS	thymidylate synthase	>	b2827	Nucleotide Salvage Pathway	2.1.1.45	[c] : dump + mlthf --> dhf + dtmp	
TMK	thiamine kinase	>	b1106	Cofactor and Prosthetic Group Biosynthesis	2.7.1.89	[c] : atp + thm --> adp + h + thmmp	15150256
TMPK	thiamine-phosphate kinase	>	b0417	Cofactor and Prosthetic Group Biosynthesis	2.7.4.16	[c] : atp + thmmp --> adp + thmpp	15150256
TMPPP	thiamine-phosphate diphosphorylase	>	b3993	Cofactor and Prosthetic Group Biosynthesis	2.5.1.3	[c] : 2mahmp + 4mpetz + h --> ppi + thmmp	
TPI	triose-phosphate isomerase	=	b3919	Glycolysis/Gluconeogenesis	5.3.1.1	[c] : dhap <==> g3p	
TPRDCOAS	triphosphoribosyl-dephospho-CoA synthase	>	b0613	Cofactor and Prosthetic Group Biosynthesis		[c] : atp + dpcoa --> 2tpr3dpcoa + ade	10924139
TRDR	thioredoxin reductase (NADPH)	>	( ( b3781  and  ( b0888  and  b0888 ) )  or  b2582 )	Oxidative Phosphorylation	1.8.1.9	[c] : h + nadph + trdox --> nadp + trdrd	
TRE6PH	trehalose-6-phosphate hydrolase	>	b4239	Alternate Carbon Metabolism	3.2.1.93	[c] : h2o + tre6p --> g6p + glc-D	
TRE6PP	trehalose-phosphatase	>	b1897	Alternate Carbon Metabolism	3.1.3.12	[c] : h2o + tre6p --> pi + tre	8045430
TRE6PS	alpha,alpha-trehalose-phosphate synthase (UDP-forming)	>	b1896	Alternate Carbon Metabolism	2.4.1.15	[c] : g6p + udpg --> h + tre6p + udp	8045430
TREH	alpha,alpha-trehalase	>	b3519	Alternate Carbon Metabolism	3.2.1.28	[c] : h2o + tre --> (2) glc-D	8892826
TREHpp	alpha,alpha-trehalase (periplasm)	>	b1197	Alternate Carbon Metabolism	3.2.1.28	[p] : h2o + tre --> (2) glc-D	8892826
TREptspp	trehalose transport via PEP:Pyr PTS (periplasm)	>	( b2417  and  b2415  and  b2416  and  b4240 )	Transport, Inner Membrane		pep[c] + tre[p] --> pyr[c] + tre6p[c]	
TREtex	trehalose transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		tre[e] <==> tre[p]	
TRPAS2	Tryptophanase (L-tryptophan)	=	b3708	Tyrosine, Tryptophan, and Phenylalanine Metabolism	4.1.99.1	[c] : h2o + trp-L <==> indole + nh4 + pyr	
TRPS1	tryptophan synthase (indoleglycerol phosphate)	>	( b1260  and  b1261 )	Tyrosine, Tryptophan, and Phenylalanine Metabolism	4.2.1.20	[c] : 3ig3p + ser-L --> g3p + h2o + trp-L	
TRPS2	tryptophan synthase (indole)	>	( b1260  and  b1261 )	Tyrosine, Tryptophan, and Phenylalanine Metabolism	4.2.1.20	[c] : indole + ser-L --> h2o + trp-L	0
TRPS3	tryptophan synthase (indoleglycerol phosphate)	>	( b1260  and  b1261 )	Tyrosine, Tryptophan, and Phenylalanine Metabolism	4.2.1.20	[c] : 3ig3p --> g3p + indole	0
TRPt2rpp	L-tryptophan reversible transport via proton symport (periplasm)	=	( b0112  or  b3161  or  b3709 )	Transport, Inner Membrane		h[p] + trp-L[p] <==> h[c] + trp-L[c]	0
TRPtex	L-tryptophan transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		trp-L[e] <==> trp-L[p]	
TRPTRS	Tryptophanyl-tRNA synthetase	>	b3384	tRNA Charging	6.1.1.2	[c] : atp + trnatrp + trp-L --> amp + ppi + trptrna	
TRSARr	tartronate semialdehyde reductase	=	( b0509  or  b3125 )	Alternate Carbon Metabolism	1.1.1.60	[c] : 2h3oppan + h + nadh <==> glyc-R + nad	0
TSULabcpp	thiosulfate transport via ABC system (periplasm)	>	( ( b2422  and  b2425  and  b2424  and  b2423 )  or  ( b2422  and  b2424  and  b2423  and  b3917 ) )	Inorganic Ion Transport and Metabolism		atp[c] + h2o[c] + tsul[p] --> adp[c] + h[c] + pi[c] + tsul[c]	0
TSULtex	thiosulfate transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		tsul[e] <==> tsul[p]	
TTDCAtexi	Tetradecanoate transport via facilitated irreversible diffusion (extracellular to periplasm)	>	b2344	Transport, Outer Membrane		ttdca[e] --> ttdca[p]	10328825
TTDCEAtexi	Tetradecenoate transport via facilitated irreversible diffusion (extracellular to periplasm)	>	b2344	Transport, Outer Membrane		ttdcea[e] --> ttdcea[p]	10328825
TUNGSabcpp	tungstate transport via ABC system (periplasm)	>	( b0763  and  b0764  and  b0765 )	Inorganic Ion Transport and Metabolism		atp[c] + h2o[c] + tungs[p] --> adp[c] + h[c] + pi[c] + tungs[c]	9545596
TUNGStex	tungstate transport via diffusion (extracellular to periplasm)	=	( b0929  or  b2215  or  b1377  or  b0241 )	Transport, Outer Membrane Porin		tungs[e] <==> tungs[p]	
TYMtex	tyramine transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		tym[e] <==> tym[p]	
TYROXDApp	Tyramine:oxygen oxidoreductase(deaminating)(flavin-containing) (periplasm)	>	b1386	Nitrogen Metabolism	1.4.3.6	[p] : h2o + o2 + tym --> 4hoxpacd + h2o2 + nh4	11729263
TYRPpp	phospho-L-tyrosine phosphatase (periplasmic)	>	b4055	Tyrosine, Tryptophan, and Phenylalanine Metabolism		[p] : h2o + tyrp --> pi + tyr-L	
TYRPtex	phopho-L-tyrosine transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		tyrp[e] <==> tyrp[p]	
TYRt2rpp	L-tyrosine reversible transport via proton symport (periplasm)	=	( b1907  or  b0112  or  b0576 )	Transport, Inner Membrane		h[p] + tyr-L[p] <==> h[c] + tyr-L[c]	0
TYRTA	tyrosine transaminase	=	( b4054  or  b0928 )	Tyrosine, Tryptophan, and Phenylalanine Metabolism	2.6.1.5	[c] : akg + tyr-L <==> 34hpp + glu-L	
TYRtex	L-tyrosine transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		tyr-L[e] <==> tyr-L[p]	
TYRTRS	tyrosyl-tRNA synthetase	>	b1637	tRNA charging	6.1.1.1	[c] : atp + trnatyr + tyr-L --> amp + ppi + tyrtrna	
U23GAAT	UDP-3-O-(3-hydroxymyristoyl)glucosamine acyltransferase	>	b0179	Lipopolysaccharide Biosynthesis / Recycling		[c] : 3hmrsACP + u3hga --> ACP + h + u23ga	0
UAAGDS	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelate synthetase	>	b0085	Cell Envelope Biosynthesis	6.3.2.13	[c] : 26dap-M + atp + uamag --> adp + h + pi + ugmd	
UACGALPpp	UDP-N-acetyl-D-galactosamine pyrophosphohydrolase (periplasm)	>	b0480	Alternate Carbon Metabolism	3.6.1.45	[p] : h2o + udpacgal --> acgal1p + (2) h + ump	
UACGAMPpp	UDP-N-acetyl-D-glucosamine pyrophosphohydrolase (periplasm)	>	b0480	Alternate Carbon Metabolism	3.6.1.45	[p] : h2o + uacgam --> acgam1p + (2) h + ump	
UACGAMtex	UDP-N-acetyl-D-glucosamine transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		uacgam[e] <==> uacgam[p]	
UACMAMO	UDP-N-acetyl-D-mannosamine oxidoreductase	>	b3787	Cell Envelope Biosynthesis		[c] : h2o + (2) nad + uacmam --> (3) h + (2) nadh + uacmamu	9811644
UAG2E	UDP-N-acetylglucosamine 2-epimerase	=	b3786	Cell Envelope Biosynthesis	5.1.3.14	[c] : uacgam <==> uacmam	9811644
UAGAAT	UDP-N-acetylglucosamine acyltransferase	=	( b1094  and  b0181 )	Lipopolysaccharide Biosynthesis / Recycling	2.3.1.129	[c] : 3hmrsACP + uacgam <==> ACP + u3aga	0
UAGCVT	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	>	b3189	Cell Envelope Biosynthesis	2.5.1.7	[c] : pep + uacgam --> pi + uaccg	
UAGDP	UDP-N-acetylglucosamine diphosphorylase	>	b3730	Cell Envelope Biosynthesis	2.7.7.23	[c] : acgam1p + h + utp --> ppi + uacgam	
UAGPT3	UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	>	b0090	Cell Envelope Biosynthesis		[c] : uacgam + uagmda --> h + uaagmda + udp	0
UAMAGS	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase	>	b0088	Cell Envelope Biosynthesis	6.3.2.9	[c] : atp + glu-D + uama --> adp + h + pi + uamag	
UAMAS	UDP-N-acetylmuramoyl-L-alanine synthetase	>	b0091	Cell Envelope Biosynthesis	6.3.2.8	[c] : ala-L + atp + uamr --> adp + h + pi + uama	
UAPGR	UDP-N-acetylenolpyruvoylglucosamine reductase	>	b3972	Cell Envelope Biosynthesis	1.1.1.158	[c] : h + nadph + uaccg --> nadp + uamr	
UDCPDP	undecaprenyl-diphosphatase	>	( b3057  or  b1278  or  b0841 )	Cell Envelope Biosynthesis	3.6.1.27	[c] : h2o + udcpdp --> h + pi + udcpp	0
UDCPDPpp	undecaprenyl-diphosphatase (periplasm)	>	( b0841  or  b1278  or  b3057 )	Cell Envelope Biosynthesis	3.6.1.27	[p] : h2o + udcpdp --> h + pi + udcpp	15138271
UDCPDPS	Undecaprenyl diphosphate synthase	>	b0174	Cofactor and Prosthetic Group Biosynthesis		[c] : frdp + (8) ipdp --> (8) ppi + udcpdp	
UDCPPtppi	undecaprenyl phosphate transport (cytoplasm to periplasm)	>		Lipopolysaccharide Biosynthesis / Recycling		udcpp[p] --> udcpp[c]	15695810
UDPACGALtex	UDP-N-acetyl-D-galactosamine transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		udpacgal[e] <==> udpacgal[p]	
UDPG4E	UDPglucose 4-epimerase	=	b0759	Alternate Carbon Metabolism	5.1.3.2	[c] : udpg <==> udpgal	
UDPGALM	UDPgalactopyranose mutase	>	b2036	Cell Envelope Biosynthesis	5.4.99.9	[c] : udpgal --> udpgalfur	
UDPGALPpp	UDPgalactose pyrophosphohydrolase	>	b0480	Alternate Carbon Metabolism	3.6.1.45	[p] : h2o + udpgal --> gal1p + (2) h + ump	
UDPGALtex	UDPgalactose transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		udpgal[e] <==> udpgal[p]	
UDPGD	UDPglucose 6-dehydrogenase	>	b2028	Cell Envelope Biosynthesis	1.1.1.22	[c] : h2o + (2) nad + udpg --> (3) h + (2) nadh + udpglcur	11752253
UDPGDC	UDP-glucuronate C-4'' decarboxylase	>	b2255	Lipopolysaccharide Biosynthesis / Recycling		[c] : nad + udpglcur --> co2 + nadh + udpLa4o	15695810
UDPGLCURtex	UDP-D-glucuronate transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		udpglcur[e] <==> udpglcur[p]	
UDPGPpp	UDPglucose pyrophosphohydrolase	>	b0480	Alternate Carbon Metabolism	3.6.1.45	[p] : h2o + udpg --> g1p + (2) h + ump	
UDPGtex	UDPglucose transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		udpg[e] <==> udpg[p]	
UDPKAAT	UDP-4''-ketopentose:UDP-4-amino-4-deoxy-L-arabinose aminotransferase	=	b2253	Lipopolysaccharide Biosynthesis / Recycling		[c] : glu-L + udpLa4o <==> akg + udpLa4n	15695810
UGLCURPpp	UDP-D-glucuronate pyrophosphohydrolase (periplasm)	>	b0480	Alternate Carbon Metabolism	3.6.1.45	[p] : h2o + udpglcur --> glcur1p + (2) h + ump	
UGLT	UDPglucose--hexose-1-phosphate uridylyltransferase	=	b0758	Alternate Carbon Metabolism	2.7.7.12	[c] : gal1p + udpg <==> g1p + udpgal	
UGLYCH	Ureidoglycolate hydrolase	>	b0505	Nitrogen Metabolism	3.5.3.19	[c] : (2) h + h2o + urdglyc --> co2 + glx + (2) nh4	10601204
UGMDDS	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine synthetase	>	b0086	Cell Envelope Biosynthesis	6.3.2.15	[c] : alaala + atp + ugmd --> adp + h + pi + ugmda	
UHGADA	UDP-3-O-acetylglucosamine deacetylase	>	b0096	Lipopolysaccharide Biosynthesis / Recycling		[c] : h2o + u3aga --> ac + u3hga	0
ULA4NFT	UDP-L-Ara4N formyltransferase	>	b2255	Lipopolysaccharide Biosynthesis / Recycling		[c] : 10fthf + udpLa4n --> h + thf + udpLa4fn	15695810
ULA4Ntppi	transport (cytoplasm to periplasm)	>		Lipopolysaccharide Biosynthesis / Recycling		uLa4n[c] --> uLa4n[p]	15695810
UM3PL	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase	>	b4233	Murein Recycling		[c] : LalaDgluMdap + atp + uamr --> adp + h + pi + ugmd	8808921
UM4PCP	UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate-D-alanine L,D-carboxypeptidase	>	b1192	Murein Recycling		[c] : h2o + um4p --> ala-D + ugmd	10428950
UM4PL	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate-D-alanine ligase	>	b4233	Murein Recycling		[c] : LalaDgluMdapDala + atp + uamr --> adp + h + pi + um4p	8808921
UMPK	UMP kinase	=	( b0910  or  b0171 )	Nucleotide Salvage Pathway	2.7.4.14	[c] : atp + ump <==> adp + udp	
UMPtex	UMP transport via diffusion (extracellular to periplasm)	=	( b0929  or  b1377  or  b2215  or  b0241 )	Transport, Outer Membrane Porin		ump[e] <==> ump[p]	
UNK3	2-keto-4-methylthiobutyrate transamination	>		Arginine and Proline Metabolism		[c] : 2kmb + glu-L --> akg + met-L	12022921
UPLA4FNF	undecaprenyl phosphate-L-Ara4FN formylase	>		Lipopolysaccharide Biosynthesis / Recycling		[c] : h2o + uLa4fn --> for + uLa4n	15695810
UPLA4FNT	undecaprenyl phosphate-L-Ara4FN transferase	>	b2254	Lipopolysaccharide Biosynthesis / Recycling		[c] : udcpp + udpLa4fn --> uLa4fn + udp	15695810
UPP3MT	uroporphyrinogen methyltransferase	>	( b3803  or  b3368 )	Cofactor and Prosthetic Group Biosynthesis	2.1.1.107	[c] : (2) amet + uppg3 --> (2) ahcys + dscl + h	
UPP3S	uroporphyrinogen-III synthase	>	b3804	Cofactor and Prosthetic Group Biosynthesis	4.2.1.75	[c] : hmbil --> h2o + uppg3	
UPPDC1	uroporphyrinogen decarboxylase (uroporphyrinogen III)	>	b3997	Cofactor and Prosthetic Group Biosynthesis	4.1.1.37	[c] : (4) h + uppg3 --> (4) co2 + cpppg3	
UPPRT	uracil phosphoribosyltransferase	>	b2498	Nucleotide Salvage Pathway	2.4.2.9	[c] : prpp + ura --> ppi + ump	
URAt2pp	uracil transport in via proton symport (periplasm)	>	b2497	Transport, Inner Membrane		h[p] + ura[p] --> h[c] + ura[c]	
URAt2rpp	uracil transport in via proton symport, reversible (periplasm)	=	b1006	Transport, Inner Membrane		h[p] + ura[p] <==> h[c] + ura[c]	
URAtex	uracil transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		ura[e] <==> ura[p]	
URDGLYCD	ureidoglycolate dehydrogenase	>	b0517	Alternate Carbon Metabolism	1.1.1.154	[c] : nad + urdglyc --> h + nadh + oxur	10601204
UREAtex	Urea transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		urea[e] <==> urea[p]	
